MSA,Tract ID,White Alone,Black or African American alone,Asian alone,Family Households,Nonfamily Households,Household income: < 10k,Household income: 10-15k,Household income: 15-20k,Household income: 20-25k,Household income: 25-30k,Household income: 30-35k,Household income: 35-40k,Household income: 40-45k,Household income: 45-50k,Household income: 50-60k,Household income: 60-75k,Household income: 75-100k,Household income: 100-125k,Household income: 125-150k,Household income: 150-200k,Household income: > 200k,With wage or salary income,No wage or salary income,With self-employment income,No self-employment income,With interest dividends or net rental income,No interest dividends or net rental income,With Social Security income,No Social Security income,With Supplemental Security Income (SSI),No Supplemental Security Income (SSI),With public assistance income,No public assistance income,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP,With retirement income,No retirement income,Per capita income (2010 dollars),Housing units,Occupancy status: Occupied,Occupancy status: Vacant,Housing tenure: Owner-occupied,Housing tenure: Renter-occupied,Median number of rooms,Median gross rent (dollars),Median value for owner-occupied housing
San Francisco-Oakland-Hayward,6001408700,2359,2804,729,1522,625,201,117,127,176,261,89,102,120,153,267,153,192,44,17,68,60,1656,491,292,1855,229,1918,626,1521,270,1877,247,1900,353,1794,399,1748,16662,2623,2147,2147,988,1159,4.8,1075,394100
San Francisco-Oakland-Hayward,6001430200,5216,88,1111,1938,434,26,18,10,75,59,100,30,119,133,129,168,240,257,366,460,182,1740,632,601,1771,1181,1191,759,1613,80,2292,0,2372,29,2343,618,1754,40777,2445,2372,2372,2267,105,6.7,2001,665000
San Francisco-Oakland-Hayward,6001423500,2457,862,421,619,701,114,139,63,14,57,35,43,60,66,129,199,198,69,40,49,45,1022,298,388,932,446,874,230,1090,60,1260,19,1301,54,1266,193,1127,25697,1432,1320,1320,522,798,4.4,939,635100
San Francisco-Oakland-Hayward,6001407101,1031,506,631,658,318,98,84,174,30,57,28,24,55,84,34,92,75,53,82,0,6,751,225,156,820,62,914,159,817,87,889,90,886,158,818,42,934,13949,1141,976,976,332,644,4.2,879,367400
San Francisco-Oakland-Hayward,6001407102,1170,884,809,909,311,144,65,121,78,107,25,20,81,57,33,158,179,109,43,0,0,927,293,98,1122,124,1096,268,952,40,1180,117,1103,193,1027,135,1085,15133,1422,1220,1220,644,576,5,876,390700
San Francisco-Oakland-Hayward,6001410400,834,1640,331,804,511,141,78,53,33,54,40,96,108,50,66,82,234,97,64,85,34,1099,216,113,1202,136,1179,250,1065,54,1261,30,1285,79,1236,213,1102,20835,1427,1315,1315,807,508,5.1,1140,341300
San Francisco-Oakland-Hayward,6001421200,2842,10,548,1127,206,6,0,0,0,42,0,30,34,0,31,36,155,148,107,231,513,959,374,369,964,943,390,474,859,0,1333,9,1324,9,1324,476,857,74071,1465,1333,1333,1259,74,7.5,2001,1000001
San Francisco-Oakland-Hayward,6001401200,1753,399,192,510,847,52,30,64,24,72,44,47,113,42,161,82,187,204,62,84,89,1035,322,268,1089,403,954,216,1141,18,1339,11,1346,11,1346,117,1240,45216,1386,1357,1357,672,685,4.6,1231,592300
San Francisco-Oakland-Hayward,6001442400,2616,125,2222,1625,208,36,25,29,25,91,20,19,62,43,167,226,285,326,174,238,67,1668,165,246,1587,323,1510,349,1484,50,1783,34,1799,100,1733,257,1576,29605,1929,1833,1833,1464,369,5.6,1192,556500
San Francisco-Oakland-Hayward,6001444500,2419,146,1701,1334,498,84,63,127,39,28,48,40,75,100,195,220,291,293,61,127,41,1523,309,246,1586,355,1477,380,1452,47,1785,56,1776,127,1705,204,1628,24544,2041,1832,1832,1046,786,5,1381,476200
San Francisco-Oakland-Hayward,6001401800,372,866,46,235,284,128,28,9,9,148,25,11,16,39,28,17,61,0,0,0,0,350,169,111,408,29,490,91,428,96,423,78,441,111,408,32,487,14259,860,519,519,64,455,4.5,809,406300
San Francisco-Oakland-Hayward,6001433300,3251,475,2281,1699,351,51,39,62,76,81,75,45,32,47,245,314,452,191,139,153,48,1625,425,243,1807,530,1520,692,1358,69,1981,20,2030,57,1993,439,1611,26195,2108,2050,2050,1664,386,5.7,1665,525500
San Francisco-Oakland-Hayward,6001408400,577,1516,121,781,374,146,116,72,86,40,52,26,60,95,95,48,154,128,5,32,0,788,367,149,1006,23,1132,339,816,102,1053,0,1155,148,1007,206,949,18560,1419,1155,1155,613,542,4.8,1161,363600
San Francisco-Oakland-Hayward,6001427600,1074,606,1744,928,549,65,145,50,54,88,70,179,17,62,168,224,108,157,21,62,7,1260,217,227,1250,182,1295,300,1177,116,1361,74,1403,149,1328,119,1358,21135,1769,1477,1477,285,1192,4,1202,502600
San Francisco-Oakland-Hayward,6001421100,1680,11,254,594,260,30,12,0,0,36,0,0,19,33,0,74,22,133,79,108,308,591,263,304,550,610,244,305,549,38,816,0,854,0,854,185,669,79481,854,854,854,790,64,6.2,2001,892700
San Francisco-Oakland-Hayward,6001423000,2744,381,1148,988,1009,217,41,100,28,58,49,76,107,54,91,293,260,231,169,124,99,1527,470,443,1554,678,1319,343,1654,130,1867,42,1955,42,1955,177,1820,36440,2114,1997,1997,836,1161,4.2,1200,594300
San Francisco-Oakland-Hayward,6001410300,1310,1446,152,726,300,197,94,68,49,9,135,46,112,2,81,126,66,0,11,30,0,751,275,150,876,105,921,141,885,205,821,126,900,242,784,133,893,11265,1116,1026,1026,322,704,4.1,1034,400000
San Francisco-Oakland-Hayward,6001983200,234,22,20,64,147,0,46,0,9,0,0,9,0,0,0,0,0,39,9,20,79,151,60,11,200,32,179,69,142,0,211,0,211,0,211,19,192,97610,211,211,211,92,119,4.5,1627,478900
San Francisco-Oakland-Hayward,6001451601,3389,25,402,1143,526,32,28,26,105,12,45,10,29,0,118,230,184,187,176,287,200,1389,280,243,1426,556,1113,249,1420,41,1628,37,1632,37,1632,326,1343,49081,1769,1669,1669,1154,515,6.5,1291,754300
San Francisco-Oakland-Hayward,6001451602,4874,11,446,1435,1122,134,44,142,32,168,37,115,59,122,229,174,338,310,196,314,143,1834,723,311,2246,910,1647,813,1744,55,2502,0,2557,16,2541,633,1924,41630,2778,2557,2557,1707,850,5.2,1297,601400
San Francisco-Oakland-Hayward,6001404101,2461,85,314,542,1275,154,72,61,46,0,91,44,31,113,241,101,294,126,112,143,188,1348,469,391,1426,796,1021,294,1523,13,1804,31,1786,46,1771,113,1704,56340,1919,1817,1817,638,1179,3.6,1187,742500
San Francisco-Oakland-Hayward,6001404102,1734,172,363,209,1376,40,116,65,94,160,51,118,71,82,172,110,248,98,11,89,60,1023,562,288,1297,667,918,473,1112,68,1517,0,1585,0,1585,321,1264,43806,1750,1585,1585,164,1421,3.2,997,470600
San Francisco-Oakland-Hayward,6001441800,3195,280,2578,1606,740,78,37,15,59,141,189,0,162,244,130,179,301,341,134,197,139,1957,389,315,2031,688,1658,471,1875,41,2305,45,2301,87,2259,398,1948,33374,2437,2346,2346,1322,1024,4.8,1468,576700
San Francisco-Oakland-Hayward,6001435103,2673,373,2597,1669,365,12,11,28,11,38,84,0,12,67,90,51,102,418,229,323,558,1745,289,433,1601,903,1131,462,1572,0,2034,25,2009,25,2009,357,1677,54219,2080,2034,2034,1867,167,7.5,1438,807400
San Francisco-Oakland-Hayward,6001435102,1958,700,965,995,503,158,0,74,18,61,58,0,10,20,54,116,152,200,203,195,179,1178,320,237,1261,512,986,327,1171,28,1470,0,1498,9,1489,293,1205,41735,1579,1498,1498,1187,311,5.8,1633,662900
San Francisco-Oakland-Hayward,6001435104,1932,553,1437,1250,660,92,149,51,91,65,101,23,130,117,252,86,342,265,56,40,50,1690,220,219,1691,249,1661,188,1722,93,1817,16,1894,113,1797,105,1805,24380,2177,1910,1910,583,1327,4,1349,406800
San Francisco-Oakland-Hayward,6001444200,2988,265,1690,1510,398,0,22,78,87,70,27,71,53,97,173,187,371,291,153,115,113,1637,271,164,1744,371,1537,433,1475,86,1822,69,1839,93,1815,318,1590,28646,1988,1908,1908,1490,418,5.6,1433,512700
San Francisco-Oakland-Hayward,6001430800,3753,51,1065,1463,662,114,44,129,62,92,27,114,52,118,124,237,358,231,106,231,86,1668,457,186,1939,492,1633,571,1554,47,2078,39,2086,128,1997,502,1623,31995,2173,2125,2125,1616,509,5.3,1371,549800
San Francisco-Oakland-Hayward,6001408100,2555,1674,934,1684,766,21,37,0,92,50,75,0,24,53,195,277,340,352,188,348,398,2050,400,534,1916,1010,1440,639,1811,70,2380,13,2437,13,2437,624,1826,56586,2753,2450,2450,1964,486,6.1,1601,730100
San Francisco-Oakland-Hayward,6001430600,3734,133,1395,1577,535,36,71,26,38,26,65,146,20,40,180,195,371,195,142,369,192,1561,551,334,1778,912,1200,809,1303,61,2051,18,2094,18,2094,561,1551,41827,2169,2112,2112,1930,182,6.2,1882,614400
San Francisco-Oakland-Hayward,6001451300,4676,0,525,1598,690,29,29,153,14,43,31,81,69,103,100,191,357,245,189,385,269,1955,333,344,1944,698,1590,360,1928,34,2254,30,2258,46,2242,485,1803,44060,2385,2288,2288,1956,332,6.2,1554,542100
San Francisco-Oakland-Hayward,6001450300,2908,267,667,1165,287,0,9,44,31,6,44,9,71,41,83,140,280,250,188,186,70,1263,189,101,1351,476,976,301,1151,81,1371,25,1427,25,1427,207,1245,36398,1535,1452,1452,1087,365,6.1,1832,597400
San Francisco-Oakland-Hayward,6001421400,1391,52,155,415,231,21,7,10,0,43,12,12,4,8,38,41,72,52,93,120,113,465,181,208,438,333,313,208,438,0,646,0,646,0,646,132,514,62648,679,646,646,494,152,7,2001,928800
San Francisco-Oakland-Hayward,6001432300,1732,540,1180,910,574,49,88,52,51,23,30,76,59,91,119,92,259,95,147,161,92,1231,253,140,1344,410,1074,231,1253,46,1438,10,1474,23,1461,145,1339,30812,1613,1484,1484,992,492,5.2,967,538000
San Francisco-Oakland-Hayward,6001405000,2343,442,323,826,628,33,39,51,10,42,91,50,15,43,78,142,189,185,85,227,174,1075,379,380,1074,623,831,286,1168,111,1343,0,1454,22,1432,175,1279,49558,1691,1454,1454,907,547,5.8,1535,759800
San Francisco-Oakland-Hayward,6001401600,269,1167,353,362,445,87,47,74,0,60,78,93,8,35,63,133,54,9,37,8,21,605,202,43,764,41,766,119,688,127,680,78,729,103,704,109,698,21744,968,807,807,155,652,4.2,996,419600
San Francisco-Oakland-Hayward,6001402900,230,234,499,175,582,160,179,69,66,22,75,0,33,20,24,85,15,0,9,0,0,388,369,45,712,25,732,151,606,117,640,68,689,75,682,37,720,19983,920,757,757,14,743,2.6,590,
San Francisco-Oakland-Hayward,6001440301,2555,663,2693,1774,277,13,89,17,139,116,70,92,149,50,36,201,265,287,209,228,90,1705,346,217,1834,586,1465,596,1455,100,1951,57,1994,132,1919,371,1680,26646,2272,2051,2051,1539,512,6,925,552400
San Francisco-Oakland-Hayward,6001440307,1534,174,1615,1005,498,47,108,34,54,34,125,108,29,33,63,228,303,130,54,75,78,1082,421,200,1303,441,1062,522,981,86,1417,37,1466,147,1356,353,1150,31936,1698,1503,1503,1135,368,5.2,1311,315500
San Francisco-Oakland-Hayward,6001440306,410,299,2548,822,142,8,17,13,44,0,78,0,44,15,26,167,231,49,97,90,85,920,44,67,897,196,768,202,762,60,904,42,922,59,905,118,846,27572,1102,964,964,723,241,5.4,1633,439900
San Francisco-Oakland-Hayward,6001404600,3298,539,414,1380,462,10,6,13,22,0,48,13,26,39,22,61,176,333,212,349,512,1547,295,444,1398,976,866,405,1437,0,1842,23,1819,23,1819,313,1529,71830,1929,1842,1842,1805,37,6.9,1460,831900
San Francisco-Oakland-Hayward,6001440304,851,404,2885,1162,153,11,50,44,45,72,54,12,31,23,78,95,243,255,151,62,89,1119,196,139,1176,198,1117,312,1003,74,1241,59,1256,81,1234,158,1157,28326,1426,1315,1315,952,363,5.8,1424,498200
San Francisco-Oakland-Hayward,6001402700,268,1083,30,207,446,74,63,42,101,0,59,36,0,69,0,91,65,0,16,24,13,446,207,19,634,16,637,101,552,72,581,25,628,31,622,126,527,23319,798,653,653,242,411,4,880,335900
San Francisco-Oakland-Hayward,6001440308,1577,275,3059,1641,340,107,131,77,157,21,14,78,93,62,93,183,302,165,186,208,104,1463,518,58,1923,479,1502,617,1364,119,1862,50,1931,60,1921,455,1526,27796,2109,1981,1981,1252,729,5.5,1098,558600
San Francisco-Oakland-Hayward,6001422600,335,0,602,18,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,9,0,27,8,19,0,27,0,27,0,27,0,27,0,27,5153,27,27,27,8,19,6,995,1000001
San Francisco-Oakland-Hayward,6001436100,2208,543,980,1222,578,59,142,78,79,48,125,122,171,54,106,223,250,216,61,38,28,1329,471,114,1686,314,1486,468,1332,166,1634,70,1730,124,1676,332,1468,24596,1800,1800,1800,946,854,5.1,992,428900
San Francisco-Oakland-Hayward,6001427200,1916,199,1797,994,545,61,112,113,67,113,87,80,22,28,47,145,188,147,111,138,80,1288,251,245,1294,399,1140,281,1258,43,1496,71,1468,140,1399,161,1378,27499,1632,1539,1539,541,998,4.7,1306,551500
San Francisco-Oakland-Hayward,6001430102,1636,124,410,650,275,32,13,15,16,10,99,50,54,15,0,57,108,71,35,202,148,628,297,189,736,383,542,352,573,16,909,0,925,0,925,318,607,49955,942,925,925,776,149,6.9,935,744900
San Francisco-Oakland-Hayward,6001430101,2951,86,3281,1896,369,13,24,15,0,37,40,73,30,12,41,247,367,274,218,327,547,2026,239,354,1911,931,1334,380,1885,21,2244,0,2265,8,2257,471,1794,48503,2284,2265,2265,2016,249,6.7,2001,722000
San Francisco-Oakland-Hayward,6001441927,988,175,1833,932,590,109,92,95,0,25,11,56,34,30,114,272,245,214,48,100,77,1188,334,99,1423,379,1143,276,1246,65,1457,33,1489,33,1489,187,1335,37426,1808,1522,1522,510,1012,3.6,1443,540300
San Francisco-Oakland-Hayward,6001409500,1372,605,101,531,257,48,23,99,0,49,131,33,36,24,37,111,141,34,22,0,0,598,190,39,749,40,748,217,571,73,715,48,740,55,733,108,680,13316,994,788,788,269,519,4.8,1100,429500
San Francisco-Oakland-Hayward,6001437600,1522,237,828,730,157,15,41,31,54,43,33,15,33,31,83,120,182,115,30,32,29,737,150,100,787,158,729,234,653,61,826,78,809,78,809,176,711,20900,953,887,887,570,317,5,1188,479800
San Francisco-Oakland-Hayward,6001982000,19,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,20,10,10,0,20,10,10,0,20,10,10,10,10,24345,20,20,20,20,0,7,,237500
San Francisco-Oakland-Hayward,6001436200,1135,627,87,812,350,106,53,74,115,65,60,77,100,17,121,213,100,26,13,14,8,915,247,122,1040,108,1054,215,947,82,1080,97,1065,166,996,205,957,15947,1227,1162,1162,205,957,4,1178,454400
San Francisco-Oakland-Hayward,6001432800,2357,90,627,860,488,41,12,38,41,58,24,79,45,40,67,165,115,168,167,181,107,894,454,243,1105,643,705,443,905,24,1324,31,1317,54,1294,315,1033,45082,1433,1348,1348,1028,320,6.3,1426,682000
San Francisco-Oakland-Hayward,6001428700,1028,669,1042,832,296,82,90,81,42,74,7,45,7,45,56,66,69,190,45,127,102,862,266,135,993,227,901,160,968,85,1043,123,1005,193,935,97,1031,34152,1450,1128,1128,435,693,5.2,621,857900
San Francisco-Oakland-Hayward,6001407600,1187,3316,533,1564,641,252,156,116,194,148,71,117,62,110,361,274,130,26,46,89,53,1662,543,398,1807,230,1975,352,1853,125,2080,256,1949,398,1807,306,1899,18991,2443,2205,2205,989,1216,4.8,1066,453600
San Francisco-Oakland-Hayward,6001406601,785,1617,1049,1202,676,139,158,102,135,120,120,126,83,160,240,92,197,144,13,49,0,1462,416,155,1723,302,1576,268,1610,124,1754,98,1780,173,1705,295,1583,21978,1941,1878,1878,673,1205,4,972,477300
San Francisco-Oakland-Hayward,6001406602,813,818,662,523,373,58,0,63,187,38,44,125,0,0,97,51,60,93,49,9,22,727,169,73,823,135,761,177,719,113,783,21,875,139,757,181,715,21428,1010,896,896,372,524,4.3,868,297900
San Francisco-Oakland-Hayward,6001441503,438,39,3883,1248,211,49,13,25,15,17,0,0,0,0,0,50,206,334,178,228,344,1359,100,122,1337,671,788,117,1342,35,1424,16,1443,16,1443,74,1385,44510,1574,1459,1459,1195,264,5.4,1472,657200
San Francisco-Oakland-Hayward,6001441501,1053,288,4533,1586,154,43,12,62,35,45,12,22,0,0,108,146,194,220,242,317,282,1593,147,287,1453,590,1150,293,1447,50,1690,32,1708,32,1708,226,1514,35843,1779,1740,1740,1510,230,6.7,2001,644700
San Francisco-Oakland-Hayward,6001434000,2455,775,445,1068,607,217,197,160,20,113,39,137,80,104,104,177,150,123,20,23,11,1299,376,45,1630,241,1434,358,1317,227,1448,219,1456,448,1227,238,1437,16711,1800,1675,1675,492,1183,4.2,868,362400
San Francisco-Oakland-Hayward,6001403501,1490,991,1353,772,1547,218,424,299,137,72,101,44,212,47,239,158,150,102,53,56,7,1379,940,279,2040,497,1822,715,1604,187,2132,73,2246,200,2119,247,2072,23590,2556,2319,2319,211,2108,2.9,792,447700
San Francisco-Oakland-Hayward,6001403502,967,541,324,249,986,62,28,14,79,49,15,87,34,79,118,225,111,177,117,13,27,1048,187,128,1107,272,963,165,1070,68,1167,0,1235,69,1166,120,1115,45570,1376,1235,1235,417,818,3.2,1098,271800
San Francisco-Oakland-Hayward,6001400300,3628,520,285,874,1641,236,163,92,53,87,173,85,116,147,183,123,243,252,140,150,272,1841,674,501,2014,1117,1398,489,2026,154,2361,48,2467,60,2455,258,2257,50013,2703,2515,2515,1068,1447,4.3,998,740000
San Francisco-Oakland-Hayward,6001438400,732,346,548,600,162,18,0,50,32,2,32,36,45,25,95,99,115,179,0,17,17,644,118,48,714,165,597,151,611,52,710,26,736,26,736,246,516,27445,762,762,762,683,79,5.4,1778,359500
San Francisco-Oakland-Hayward,6001437102,822,810,1872,1144,310,111,88,42,89,36,19,35,43,112,57,302,146,195,76,38,65,1158,296,71,1383,131,1323,293,1161,157,1297,65,1389,139,1315,124,1330,22371,1536,1454,1454,854,600,4.7,1290,310500
San Francisco-Oakland-Hayward,6001437101,1311,377,3227,1352,344,16,28,70,54,0,14,70,71,18,88,143,287,296,158,229,154,1324,372,161,1535,536,1160,560,1136,67,1629,31,1665,62,1634,332,1364,34054,1894,1696,1696,1616,80,6.5,1730,539000
San Francisco-Oakland-Hayward,6001441921,1485,253,1049,885,307,53,46,22,10,67,0,50,45,42,42,107,244,224,95,112,33,1108,84,92,1100,277,915,106,1086,21,1171,48,1144,58,1134,37,1155,30011,1318,1192,1192,398,794,4.6,1816,562500
San Francisco-Oakland-Hayward,6001441923,953,225,3340,1420,502,53,59,30,73,69,72,81,54,15,204,320,307,244,156,127,58,1608,314,97,1825,560,1362,393,1529,9,1913,29,1893,53,1869,336,1586,31080,2276,1922,1922,126,1796,3.3,1326,421400
San Francisco-Oakland-Hayward,6001441924,1760,59,3451,1693,694,0,38,87,35,22,54,32,56,47,119,181,501,417,109,440,249,2218,169,334,2053,777,1610,290,2097,79,2308,11,2376,26,2361,209,2178,46407,2658,2387,2387,1414,973,4.7,1594,570000
San Francisco-Oakland-Hayward,6001441925,2084,119,2913,1683,910,19,27,0,20,101,91,21,60,39,75,375,441,451,166,489,218,2427,166,154,2439,763,1830,237,2356,53,2540,0,2593,0,2593,164,2429,53879,2917,2593,2593,512,2081,3.4,1723,348600
San Francisco-Oakland-Hayward,6001441926,1255,321,950,878,479,29,37,121,12,77,68,27,63,102,145,120,185,245,36,50,40,1164,193,188,1169,344,1013,183,1174,18,1339,44,1313,204,1153,99,1258,29011,1517,1357,1357,274,1083,4,1232,454900
San Francisco-Oakland-Hayward,6001409000,514,1394,47,758,245,43,82,114,74,87,90,59,64,20,48,183,49,42,21,20,7,795,208,102,901,7,996,175,828,75,928,139,864,201,802,189,814,12845,1084,1003,1003,498,505,5,1189,344400
San Francisco-Oakland-Hayward,6001406100,1310,328,517,619,726,90,210,34,83,85,47,23,20,80,118,202,164,137,23,0,29,930,415,238,1107,266,1079,278,1067,145,1200,65,1280,99,1246,256,1089,22936,1607,1345,1345,382,963,4.4,960,423900
San Francisco-Oakland-Hayward,6001431000,1502,49,426,592,531,41,108,56,25,109,49,45,76,70,101,54,223,93,26,47,0,879,244,142,981,186,937,238,885,44,1079,17,1106,47,1076,135,988,25640,1156,1123,1123,395,728,3.8,1077,410000
San Francisco-Oakland-Hayward,6001428000,1637,63,1172,668,670,74,165,94,75,117,72,16,63,36,108,165,110,116,52,38,37,1066,272,181,1157,212,1126,166,1172,78,1260,35,1303,44,1294,212,1126,25506,1399,1338,1338,222,1116,3.6,1063,392100
San Francisco-Oakland-Hayward,6001450607,2910,119,952,1094,796,58,38,139,48,91,106,91,65,14,133,137,221,228,132,140,249,1457,433,212,1678,602,1288,470,1420,100,1790,46,1844,46,1844,310,1580,46013,2020,1890,1890,507,1383,4,1378,887700
San Francisco-Oakland-Hayward,6001422500,3553,323,1120,353,1214,274,147,71,110,101,78,34,14,91,90,77,133,112,119,43,73,1174,393,317,1250,549,1018,217,1350,10,1557,33,1534,33,1534,154,1413,25868,1647,1567,1567,273,1294,3.3,1282,671500
San Francisco-Oakland-Hayward,6001450605,2912,0,550,976,318,8,8,25,0,28,9,50,0,26,102,102,253,210,155,149,169,996,298,181,1113,545,749,331,963,11,1283,0,1294,0,1294,313,981,42643,1333,1294,1294,941,353,6.3,1641,767200
San Francisco-Oakland-Hayward,6001450604,3906,93,407,1298,280,11,18,42,21,33,21,11,74,56,41,151,130,183,245,265,276,1266,312,242,1336,713,865,386,1192,29,1549,0,1578,0,1578,375,1203,47097,1606,1578,1578,1259,319,7.1,1442,850300
San Francisco-Oakland-Hayward,6001450603,3247,0,985,1203,184,35,17,15,38,22,6,6,16,26,56,99,145,241,213,255,197,1181,206,233,1154,594,793,248,1139,9,1378,5,1382,5,1382,253,1134,40231,1440,1387,1387,1265,122,6.6,2001,634700
San Francisco-Oakland-Hayward,6001450602,5171,293,1891,2245,965,132,86,35,76,47,89,13,60,58,117,218,302,284,504,523,666,2639,571,564,2646,1234,1976,694,2516,22,3188,18,3192,31,3179,669,2541,53922,3323,3210,3210,2083,1127,6,1609,781200
San Francisco-Oakland-Hayward,6001450601,2278,0,576,922,247,3,0,9,19,9,15,47,71,3,86,75,121,79,108,160,364,967,202,225,944,684,485,272,897,15,1154,6,1163,6,1163,165,1004,74359,1278,1169,1169,1075,94,7.3,1239,1000001
San Francisco-Oakland-Hayward,6001405301,1081,819,526,522,1138,196,26,43,119,32,53,47,203,90,144,221,217,129,46,55,39,1211,449,249,1411,387,1273,322,1338,13,1647,46,1614,46,1614,309,1351,40492,1733,1660,1660,218,1442,3.6,1076,382900
San Francisco-Oakland-Hayward,6001405302,848,626,780,434,1229,274,285,183,99,44,145,91,186,50,109,50,28,55,12,12,40,1026,637,158,1505,162,1501,464,1199,153,1510,0,1663,21,1642,103,1560,21868,1663,1663,1663,56,1607,2.8,796,642900
San Francisco-Oakland-Hayward,6001450606,3926,295,1225,1594,246,12,20,42,8,38,13,26,16,27,65,77,172,185,230,403,506,1633,207,243,1597,762,1078,283,1557,28,1812,7,1833,7,1833,339,1501,50802,1847,1840,1840,1545,295,7,1965,849300
San Francisco-Oakland-Hayward,6001403800,2538,423,521,700,1241,94,28,19,109,49,38,33,74,62,193,258,330,241,127,91,195,1621,320,464,1477,794,1147,314,1627,0,1941,24,1917,56,1885,169,1772,55226,2053,1941,1941,639,1302,4.1,1277,763700
San Francisco-Oakland-Hayward,6001990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
San Francisco-Oakland-Hayward,6001420400,873,92,1637,837,77,91,100,37,128,31,16,84,27,109,83,69,42,24,20,13,40,760,154,85,829,117,797,33,881,0,914,25,889,82,832,25,889,16537,952,914,914,10,904,3.7,1553,
San Francisco-Oakland-Hayward,6001442900,3142,183,2336,1696,376,96,28,40,48,71,46,93,62,80,185,267,180,277,188,356,55,1701,371,316,1756,598,1474,501,1571,82,1990,89,1983,123,1949,374,1698,29971,2392,2072,2072,1478,594,5.8,1455,599900
San Francisco-Oakland-Hayward,6001409300,937,1549,159,1026,467,185,151,55,128,101,183,85,43,36,55,199,88,97,71,0,16,952,541,118,1375,80,1413,500,993,164,1329,201,1292,297,1196,350,1143,14075,1678,1493,1493,622,871,4.5,1039,399200
San Francisco-Oakland-Hayward,6001443301,1523,96,2226,1140,122,51,13,14,10,0,0,44,17,11,25,80,120,199,105,305,268,1102,160,207,1055,700,562,177,1085,23,1239,67,1195,67,1195,186,1076,44132,1266,1262,1262,1175,87,6.8,1411,783500
San Francisco-Oakland-Hayward,6001437200,1827,682,2164,1387,680,32,250,50,157,112,89,80,46,175,76,213,225,285,114,94,69,1486,581,234,1833,422,1645,683,1384,104,1963,95,1972,104,1963,463,1604,24774,2320,2067,2067,1224,843,5,1330,413500
San Francisco-Oakland-Hayward,6001436602,1205,894,1017,1083,529,117,67,105,147,103,83,50,49,76,186,192,207,128,32,45,25,1374,238,231,1381,77,1535,217,1395,57,1555,25,1587,195,1417,173,1439,20514,1733,1612,1612,446,1166,3.9,1106,446300
San Francisco-Oakland-Hayward,6001436601,2098,1094,651,1332,522,106,175,153,32,69,108,138,153,107,162,253,204,87,51,16,40,1529,325,136,1718,186,1668,405,1449,121,1733,132,1722,338,1516,261,1593,16627,1995,1854,1854,709,1145,4.5,1172,386000
San Francisco-Oakland-Hayward,6001435700,1765,476,802,1158,258,44,90,37,76,17,40,47,39,33,133,178,183,238,149,55,57,1151,265,203,1213,365,1051,368,1048,37,1379,0,1416,61,1355,332,1084,28223,1523,1416,1416,1080,336,5.3,1379,428300
San Francisco-Oakland-Hayward,6001450501,2525,104,337,879,282,0,0,0,27,21,51,20,17,45,27,129,136,310,141,154,83,924,237,235,926,355,806,277,884,0,1161,0,1161,17,1144,168,993,41885,1189,1161,1161,964,197,5.8,1641,590000
San Francisco-Oakland-Hayward,6001450502,2641,113,972,1258,155,0,0,0,29,0,27,0,0,13,82,96,97,161,386,150,372,1322,91,215,1198,666,747,156,1257,24,1389,0,1413,0,1413,239,1174,55457,1413,1413,1413,1353,60,7.7,2001,790300
San Francisco-Oakland-Hayward,6001433900,2951,1689,936,1375,646,136,71,77,80,89,246,118,210,50,393,99,273,126,3,50,0,1852,169,174,1847,182,1839,253,1768,130,1891,144,1877,187,1834,156,1865,18077,2343,2021,2021,582,1439,4.1,1074,322000
San Francisco-Oakland-Hayward,6001405600,673,804,1060,647,701,78,99,142,118,66,56,40,115,54,98,230,117,72,23,40,0,949,399,239,1109,293,1055,276,1072,97,1251,64,1284,144,1204,155,1193,23396,1499,1348,1348,327,1021,3.8,989,472500
San Francisco-Oakland-Hayward,6001432502,1738,738,1300,887,519,15,74,16,26,47,84,60,82,40,146,243,311,97,32,60,73,1238,168,213,1193,205,1201,165,1241,77,1329,73,1333,85,1321,206,1200,23520,1406,1406,1406,748,658,4.7,1057,511000
San Francisco-Oakland-Hayward,6001427800,2761,126,1137,1069,865,46,180,52,40,57,76,70,49,32,79,242,247,313,119,150,182,1448,486,415,1519,600,1334,358,1576,142,1792,41,1893,54,1880,252,1682,42605,2113,1934,1934,836,1098,4.3,1089,689000
San Francisco-Oakland-Hayward,6001422200,1794,375,720,597,934,31,127,70,97,69,62,162,50,66,140,117,155,82,133,97,73,1177,354,269,1262,621,910,197,1334,60,1471,13,1518,13,1518,166,1365,38496,1637,1531,1531,700,831,4.1,992,619200
San Francisco-Oakland-Hayward,6001420100,1747,12,447,658,273,20,37,16,15,26,10,8,24,18,21,55,193,70,87,126,205,761,170,278,653,398,533,203,728,21,910,12,919,24,907,159,772,49220,962,931,931,730,201,5.7,1535,676800
