MSA,Tract ID,White Alone,Black or African American alone,Asian alone,Family Households,Nonfamily Households,Household income: < 10k,Household income: 10-15k,Household income: 15-20k,Household income: 20-25k,Household income: 25-30k,Household income: 30-35k,Household income: 35-40k,Household income: 40-45k,Household income: 45-50k,Household income: 50-60k,Household income: 60-75k,Household income: 75-100k,Household income: 100-125k,Household income: 125-150k,Household income: 150-200k,Household income: > 200k,With wage or salary income,No wage or salary income,With self-employment income,No self-employment income,With interest dividends or net rental income,No interest dividends or net rental income,With Social Security income,No Social Security income,With Supplemental Security Income (SSI),No Supplemental Security Income (SSI),With public assistance income,No public assistance income,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP,With retirement income,No retirement income,Per capita income (2010 dollars),Housing units,Occupancy status: Occupied,Occupancy status: Vacant,Housing tenure: Owner-occupied,Housing tenure: Renter-occupied,Median number of rooms,Median gross rent (dollars),Median value for owner-occupied housing
San Francisco-Oakland-Hayward,6075020700,4599,84,577,1039,1856,58,12,144,70,147,54,99,151,151,195,243,286,271,191,275,548,2428,467,560,2335,948,1947,374,2521,73,2822,117,2778,258,2637,315,2580,62388,2930,2895,2895,963,1932,4.1,1492,1000001
San Francisco-Oakland-Hayward,6075010700,910,169,4541,1314,1497,580,559,163,226,189,142,106,80,44,116,113,181,83,64,86,79,1441,1370,186,2625,288,2523,719,2092,541,2270,120,2691,243,2568,253,2558,21204,3040,2811,2811,207,2604,1.8,532,917700
San Francisco-Oakland-Hayward,6075021000,3473,28,705,835,1238,98,31,31,109,30,46,107,47,64,32,155,329,184,176,298,336,1651,422,406,1667,896,1177,421,1652,0,2073,48,2025,95,1978,234,1839,57305,2193,2073,2073,663,1410,4.4,1419,805400
San Francisco-Oakland-Hayward,6075012601,2078,0,148,451,969,52,14,12,16,18,66,12,25,15,67,194,186,155,71,231,286,1200,220,116,1304,448,972,193,1227,13,1407,18,1402,18,1402,124,1296,81826,1648,1420,1420,302,1118,3.4,1789,1000001
San Francisco-Oakland-Hayward,6075011700,505,207,617,184,737,169,173,46,107,11,146,8,4,19,61,31,15,39,21,44,27,532,389,62,859,87,834,229,692,150,771,70,851,100,821,85,836,27841,1334,921,921,53,868,1.5,790,1000001
San Francisco-Oakland-Hayward,6075990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
San Francisco-Oakland-Hayward,6075012602,2370,0,189,383,1142,49,36,26,0,12,0,26,61,55,63,78,170,170,167,261,351,1199,326,223,1302,691,834,276,1249,0,1525,13,1512,13,1512,140,1385,108011,1824,1525,1525,305,1220,3.5,1825,1000001
San Francisco-Oakland-Hayward,6075011800,75,0,1690,407,280,136,111,34,104,42,16,39,95,28,12,8,9,34,0,10,9,452,235,41,646,95,592,209,478,97,590,10,677,53,634,48,639,17853,772,687,687,19,668,2.3,626,1000001
San Francisco-Oakland-Hayward,6075032602,1196,0,3152,1001,640,100,31,55,47,119,102,79,55,110,146,75,263,92,83,137,147,1095,546,182,1459,752,889,553,1088,12,1629,23,1618,45,1596,428,1213,32584,1745,1641,1641,913,728,5.2,1316,800100
San Francisco-Oakland-Hayward,6075032601,1646,14,2483,1013,707,68,64,26,143,116,62,37,80,60,180,186,226,80,84,256,52,1287,433,432,1288,652,1068,432,1288,27,1693,0,1720,80,1640,168,1552,33840,1823,1720,1720,553,1167,4.5,1301,831100
San Francisco-Oakland-Hayward,6075015200,2881,56,772,522,1849,189,263,15,101,232,62,28,78,118,114,184,248,140,121,194,284,1559,812,245,2126,783,1588,549,1822,160,2211,33,2338,33,2338,307,2064,65377,2581,2371,2371,571,1800,3.2,1349,826800
San Francisco-Oakland-Hayward,6075013200,3864,25,506,1064,1281,34,51,143,62,0,23,59,29,42,128,131,125,200,124,338,856,1696,649,336,2009,1289,1056,522,1823,16,2329,28,2317,28,2317,196,2149,127132,2669,2345,2345,1003,1342,5.1,1984,1000001
San Francisco-Oakland-Hayward,6075021800,3494,15,420,863,1020,84,46,24,38,43,64,52,54,23,104,249,130,180,164,250,378,1557,326,422,1461,878,1005,377,1506,52,1831,71,1812,71,1812,271,1612,60057,1956,1883,1883,1224,659,5.2,1783,951800
San Francisco-Oakland-Hayward,6075025702,1147,101,2181,894,268,53,68,27,64,61,113,29,24,79,56,212,170,79,48,40,39,866,296,190,972,282,880,421,741,159,1003,68,1094,91,1071,136,1026,22748,1283,1162,1162,655,507,4.9,1497,586400
San Francisco-Oakland-Hayward,6075030700,3823,64,1634,1486,1157,31,118,25,79,56,11,89,87,35,155,112,264,191,240,410,740,2048,595,546,2097,1676,967,800,1843,14,2629,0,2643,22,2621,600,2043,67402,2795,2643,2643,2328,315,6,2001,862200
San Francisco-Oakland-Hayward,6075026004,1193,10,2075,865,314,35,57,48,15,21,81,71,33,0,60,168,153,161,95,99,82,962,217,148,1031,309,870,401,778,164,1015,55,1124,83,1096,173,1006,25978,1211,1179,1179,850,329,5.1,1108,632000
San Francisco-Oakland-Hayward,6075016600,4016,376,348,668,1884,150,61,73,36,92,76,64,155,37,225,284,333,313,175,219,259,2268,284,384,2168,631,1921,213,2339,38,2514,35,2517,53,2499,77,2475,50954,2745,2552,2552,494,2058,3.9,1609,891800
San Francisco-Oakland-Hayward,6075061500,5878,595,2845,1615,3870,225,86,71,202,92,156,162,128,126,169,350,583,726,407,683,1319,4620,865,693,4792,1879,3606,379,5106,91,5394,52,5433,95,5390,308,5177,88242,7206,5485,5485,2330,3155,3.1,2001,816900
San Francisco-Oakland-Hayward,6075023103,579,2571,181,952,337,232,238,174,175,86,83,85,22,26,59,16,42,20,10,21,0,910,379,24,1265,56,1233,119,1170,205,1084,137,1152,396,893,74,1215,9488,1459,1289,1289,196,1093,4.8,413,467700
San Francisco-Oakland-Hayward,6075012902,2785,16,474,523,1563,33,94,68,87,28,32,30,0,66,104,104,299,251,248,300,342,1731,355,153,1933,775,1311,298,1788,13,2073,0,2086,0,2086,212,1874,88042,2220,2086,2086,551,1535,3.5,1576,1000001
San Francisco-Oakland-Hayward,6075012000,2015,135,1156,490,1973,544,238,112,173,39,195,114,117,72,200,178,233,49,61,42,96,1745,718,192,2271,192,2271,315,2148,128,2335,85,2378,198,2265,104,2359,32947,2828,2463,2463,71,2392,1.7,1010,711300
San Francisco-Oakland-Hayward,6075026001,2854,89,2401,1124,369,55,63,131,44,28,29,55,25,51,96,224,291,83,112,103,103,1290,203,254,1239,392,1101,439,1054,62,1431,25,1468,162,1331,307,1186,25230,1593,1493,1493,802,691,5.3,1182,649500
San Francisco-Oakland-Hayward,6075042800,1736,15,422,690,215,0,9,7,0,80,11,10,0,14,10,63,57,134,50,62,398,563,342,256,649,614,291,296,609,12,893,0,905,0,905,222,683,100426,1032,905,905,784,121,7.2,1875,1000001
San Francisco-Oakland-Hayward,6075021300,2217,0,203,555,718,31,42,31,36,36,49,0,27,50,67,49,175,134,87,153,306,1008,265,178,1095,575,698,181,1092,0,1273,29,1244,29,1244,200,1073,88189,1303,1273,1273,701,572,5.4,1674,1000001
San Francisco-Oakland-Hayward,6075021400,2729,28,321,582,1147,40,51,12,40,8,86,87,26,46,125,119,203,191,84,296,315,1458,271,363,1366,810,919,265,1464,35,1694,23,1706,36,1693,151,1578,66220,1821,1729,1729,668,1061,4.3,1692,958800
San Francisco-Oakland-Hayward,6075042602,1787,71,1680,715,762,84,27,96,23,70,47,95,99,59,65,118,224,52,47,116,255,1110,367,336,1141,666,811,269,1208,45,1432,0,1477,46,1431,177,1300,42992,1570,1477,1477,463,1014,4.4,1549,1000001
San Francisco-Oakland-Hayward,6075013500,2192,35,360,425,1346,159,119,0,49,17,37,12,34,44,79,113,197,284,79,204,344,1252,519,197,1574,677,1094,276,1495,29,1742,0,1771,25,1746,105,1666,91841,1905,1771,1771,441,1330,3.1,1478,1000001
San Francisco-Oakland-Hayward,6075010400,2786,0,1161,695,1677,126,66,117,52,60,80,48,128,93,90,308,238,286,157,170,353,1766,606,511,1861,968,1404,504,1868,31,2341,24,2348,24,2348,254,2118,73481,2961,2372,2372,783,1589,3.9,1780,838300
San Francisco-Oakland-Hayward,6075026002,2356,139,1486,668,305,0,46,69,38,11,93,29,65,54,112,78,54,198,52,36,38,786,187,249,724,231,742,292,681,65,908,18,955,103,870,193,780,21017,1028,973,973,754,219,5.2,1649,602000
San Francisco-Oakland-Hayward,6075020200,3431,387,774,745,2099,245,213,103,142,54,126,121,185,126,149,236,235,403,160,142,204,2195,649,413,2431,636,2208,509,2335,266,2578,86,2758,182,2662,225,2619,43084,3298,2844,2844,630,2214,3.4,1148,702000
San Francisco-Oakland-Hayward,6075012502,879,495,1561,398,1805,719,707,179,218,87,106,30,9,41,58,49,0,0,0,0,0,671,1532,0,2203,94,2109,741,1462,732,1471,276,1927,458,1745,90,2113,11584,2533,2203,2203,23,2180,1.4,457,119200
San Francisco-Oakland-Hayward,6075012501,1278,516,960,341,1586,601,633,183,37,112,56,47,47,0,82,75,29,25,0,0,0,730,1197,92,1835,46,1881,607,1320,459,1468,236,1691,359,1568,233,1694,13438,2436,1927,1927,23,1904,,558,1000001
San Francisco-Oakland-Hayward,6075017000,2767,146,386,453,1728,111,13,80,0,34,72,69,15,37,141,185,290,350,83,267,434,1680,501,477,1704,1016,1165,342,1839,14,2167,0,2181,0,2181,184,1997,86392,2409,2181,2181,1077,1104,4.3,1609,969600
San Francisco-Oakland-Hayward,6075061000,737,670,1388,781,252,0,0,9,48,69,12,62,12,46,58,69,239,221,96,32,60,939,94,89,944,177,856,221,812,0,1033,0,1033,7,1026,134,899,33761,1095,1033,1033,720,313,5.2,1633,618200
San Francisco-Oakland-Hayward,6075025800,644,39,1224,432,136,36,12,57,44,12,0,57,66,8,51,25,55,18,62,54,11,449,119,43,525,116,452,149,419,53,515,0,568,16,552,105,463,22979,638,568,568,377,191,4.9,1078,604400
San Francisco-Oakland-Hayward,6075033100,1566,0,2163,940,437,34,101,54,11,52,16,11,15,30,74,80,176,278,115,134,196,981,396,218,1159,731,646,481,896,65,1312,12,1365,12,1365,296,1081,41377,1509,1377,1377,1231,146,6.5,2001,951400
San Francisco-Oakland-Hayward,6075031302,1143,1266,3068,1250,515,109,121,12,26,8,55,14,57,23,214,164,216,305,221,185,35,1497,268,130,1635,423,1342,515,1250,191,1574,73,1692,82,1683,185,1580,27125,1946,1765,1765,1236,529,4.5,1030,576200
San Francisco-Oakland-Hayward,6075031301,895,656,1619,891,314,160,0,13,40,30,53,60,59,0,37,195,167,97,81,142,71,830,375,202,1003,439,766,290,915,65,1140,30,1175,46,1159,277,928,30337,1288,1205,1205,908,297,5.6,1926,609600
San Francisco-Oakland-Hayward,6075011300,276,38,3163,818,783,262,354,300,112,73,52,15,72,25,68,39,100,20,42,30,37,814,787,71,1530,306,1295,642,959,513,1088,54,1547,106,1495,96,1505,18501,1683,1601,1601,200,1401,2.3,527,639800
San Francisco-Oakland-Hayward,6075025100,2440,100,406,637,671,33,32,16,34,23,17,29,32,52,68,198,299,76,102,162,135,1089,219,344,964,481,827,277,1031,19,1289,25,1283,42,1266,233,1075,47488,1364,1308,1308,840,468,5.4,1868,755800
San Francisco-Oakland-Hayward,6075017801,893,93,1805,676,1372,252,582,288,143,11,26,59,0,28,47,47,28,105,84,114,234,781,1267,118,1930,285,1763,793,1255,804,1244,68,1980,121,1927,71,1977,51451,2333,2048,2048,345,1703,2.1,300,598100
San Francisco-Oakland-Hayward,6075026003,2296,49,1226,942,333,22,19,121,33,9,11,43,29,90,68,169,282,148,115,41,75,1130,145,161,1114,264,1011,249,1026,88,1187,35,1240,69,1206,135,1140,24873,1368,1275,1275,979,296,5.2,1576,648800
San Francisco-Oakland-Hayward,6075017802,2013,438,988,439,1083,118,104,49,63,9,39,7,104,64,75,85,107,247,129,125,197,1210,312,155,1367,256,1266,141,1381,154,1368,49,1473,114,1408,105,1417,46335,1936,1522,1522,549,973,3.2,1387,667900
San Francisco-Oakland-Hayward,6081603700,2369,15,1989,1335,347,15,28,37,27,10,34,37,76,34,35,170,340,214,273,190,162,1301,381,250,1432,712,970,448,1234,53,1629,27,1655,27,1655,387,1295,36950,1704,1682,1682,1327,355,5.8,2001,711700
San Francisco-Oakland-Hayward,6081608013,1851,79,1757,1067,405,9,0,0,9,9,47,41,75,40,11,31,228,134,146,221,471,1273,199,288,1184,858,614,234,1238,26,1446,23,1449,23,1449,266,1206,67157,1553,1472,1472,776,696,4.8,2001,983500
San Francisco-Oakland-Hayward,6081614000,2202,251,1728,1256,308,16,38,34,18,16,8,58,41,51,118,114,295,168,204,192,193,1409,155,290,1274,502,1062,423,1141,13,1551,6,1558,65,1499,259,1305,37777,1793,1564,1564,1104,460,6,2001,756000
San Francisco-Oakland-Hayward,6081602000,3619,0,2438,1834,769,37,83,49,85,171,73,91,52,14,269,278,181,435,164,402,219,1946,657,389,2214,936,1667,658,1945,109,2494,52,2551,52,2551,536,2067,37171,2647,2603,2603,1992,611,5.7,1649,682400
San Francisco-Oakland-Hayward,6081609700,3900,52,483,1295,315,33,18,10,24,30,11,0,23,29,35,76,98,234,140,281,568,1220,390,490,1120,997,613,419,1191,10,1600,11,1599,11,1599,243,1367,69361,1672,1610,1610,1543,67,7,2001,1000001
San Francisco-Oakland-Hayward,6081611500,2187,0,342,736,133,51,5,20,9,8,9,16,0,0,0,32,50,73,69,106,421,678,191,241,628,626,243,255,614,29,840,0,869,0,869,108,761,98779,909,869,869,784,85,8.2,2001,1000001
San Francisco-Oakland-Hayward,6081604700,1540,0,1180,705,329,29,0,27,0,48,59,11,19,49,51,62,148,114,54,208,155,733,301,215,819,500,534,258,776,31,1003,5,1029,5,1029,287,747,47756,1065,1034,1034,842,192,6.4,1223,986300
San Francisco-Oakland-Hayward,6081602800,1542,76,2144,1041,441,32,23,44,11,22,11,50,53,59,81,201,269,242,100,206,78,1161,321,176,1306,461,1021,418,1064,57,1425,0,1482,25,1457,423,1059,36558,1546,1482,1482,1149,333,5.8,1937,642200
San Francisco-Oakland-Hayward,6081609300,2907,26,138,921,328,34,24,22,29,14,28,10,53,35,37,53,211,74,101,179,345,925,324,199,1050,717,532,333,916,0,1249,30,1219,35,1214,223,1026,58681,1268,1249,1249,1016,233,5.9,1406,951800
San Francisco-Oakland-Hayward,6081613502,4763,17,191,1415,688,69,68,10,81,65,13,13,67,14,84,109,161,274,170,404,501,1686,417,485,1618,718,1385,420,1683,0,2103,0,2103,0,2103,214,1889,60650,2242,2103,2103,1624,479,5.8,1684,856600
San Francisco-Oakland-Hayward,6081610303,4087,23,2686,2057,824,34,11,27,0,33,0,60,15,11,78,224,357,382,411,441,797,2667,214,414,2467,1336,1545,296,2585,17,2864,0,2881,0,2881,225,2656,66031,3100,2881,2881,1806,1075,5.6,2001,940600
San Francisco-Oakland-Hayward,6081610900,5381,227,296,1538,771,66,79,130,240,294,51,42,160,27,266,283,299,181,45,93,53,1798,511,636,1673,388,1921,343,1966,119,2190,94,2215,198,2111,153,2156,22253,2498,2309,2309,660,1649,4,1378,691500
San Francisco-Oakland-Hayward,6081601501,654,54,3587,972,296,0,50,44,30,38,14,29,14,0,67,130,185,190,183,235,59,995,273,175,1093,341,927,442,826,111,1157,9,1259,9,1259,286,982,29773,1355,1268,1268,1024,244,5.9,1640,651400
San Francisco-Oakland-Hayward,6081607200,2760,168,937,863,832,73,17,80,36,93,34,57,72,88,150,139,254,233,122,114,133,1366,329,215,1480,591,1104,367,1328,31,1664,18,1677,31,1664,173,1522,37148,1761,1695,1695,298,1397,3.8,1530,790900
San Francisco-Oakland-Hayward,6081601200,2540,21,2043,1368,573,150,67,106,54,139,51,37,156,66,149,86,199,324,161,147,49,1497,444,258,1683,706,1235,452,1489,81,1860,22,1919,68,1873,298,1643,26342,2116,1941,1941,1269,672,5,1485,580500
San Francisco-Oakland-Hayward,6081606500,2994,9,465,1052,331,40,9,26,0,90,0,30,49,51,103,82,130,93,71,177,432,890,493,400,983,836,547,551,832,20,1363,0,1383,9,1374,305,1078,76122,1383,1383,1383,1132,251,7.2,1232,1000001
San Francisco-Oakland-Hayward,6081600800,2191,262,2675,1363,1402,295,65,77,208,153,144,180,104,121,436,458,326,77,42,59,20,2251,514,203,2562,327,2438,497,2268,65,2700,54,2711,107,2658,496,2269,23163,3005,2765,2765,154,2611,2.9,1358,657800
San Francisco-Oakland-Hayward,6081600100,2116,39,1604,1093,835,67,20,39,13,85,59,31,24,116,121,231,214,277,200,171,260,1675,253,416,1512,685,1243,284,1644,37,1891,10,1918,21,1907,295,1633,50221,2018,1928,1928,1176,752,4.8,1376,705500
San Francisco-Oakland-Hayward,6081608800,4125,0,1238,1579,497,12,0,33,17,52,35,16,40,66,72,175,163,313,245,274,563,1664,412,258,1818,1196,880,499,1577,12,2064,0,2076,0,2076,462,1614,56061,2185,2076,2076,1913,163,6.4,2001,934900
San Francisco-Oakland-Hayward,6081602300,1767,2,1011,987,212,32,12,23,31,28,0,61,173,21,64,147,300,157,87,59,4,968,231,141,1058,142,1057,288,911,15,1184,25,1174,97,1102,146,1053,24587,1199,1199,1199,790,409,5.1,1199,614600
San Francisco-Oakland-Hayward,6081602400,3519,50,1935,1679,978,200,224,141,111,76,127,59,117,44,243,274,320,141,180,271,129,1697,960,202,2455,605,2052,1010,1647,249,2408,18,2639,88,2569,504,2153,31556,2702,2657,2657,1489,1168,5,1188,659400
San Francisco-Oakland-Hayward,6081608004,2969,165,2734,1800,893,137,88,50,33,50,9,38,74,15,132,272,342,395,314,323,421,2115,578,331,2362,1047,1646,544,2149,87,2606,73,2620,76,2617,321,2372,53125,2902,2693,2693,1336,1357,4.6,1834,712200
San Francisco-Oakland-Hayward,6081608002,1758,9,1312,1013,313,28,18,58,8,0,32,36,17,31,8,115,154,116,183,208,314,1012,314,215,1111,735,591,358,968,55,1271,23,1303,23,1303,259,1067,57373,1390,1326,1326,1125,201,5.8,2001,838600
San Francisco-Oakland-Hayward,6081613800,3338,23,88,1105,524,31,55,18,49,40,74,29,11,65,102,146,163,187,170,205,284,1326,303,458,1171,685,944,430,1199,37,1592,0,1629,26,1603,252,1377,49138,1995,1629,1629,1098,531,4.8,1038,906700
San Francisco-Oakland-Hayward,6081608001,1516,53,1792,912,507,8,63,48,47,39,0,0,25,10,42,112,251,229,112,242,191,1201,218,208,1211,482,937,305,1114,11,1408,0,1419,0,1419,86,1333,50661,1505,1419,1419,616,803,3.9,1764,802100
San Francisco-Oakland-Hayward,6081612800,2914,0,141,981,157,30,10,10,0,28,11,10,9,11,52,60,60,90,78,138,541,823,315,294,844,625,513,324,814,31,1107,10,1128,10,1128,173,965,105483,1234,1138,1138,984,154,7.2,2001,1000001
San Francisco-Oakland-Hayward,6081603200,3386,57,303,1051,420,45,34,53,65,97,68,42,13,15,50,85,269,179,92,121,243,1180,291,280,1191,456,1015,354,1117,33,1438,25,1446,25,1446,276,1195,42810,1482,1471,1471,1159,312,5.9,1647,662300
San Francisco-Oakland-Hayward,6081610500,3567,102,296,955,344,8,27,61,97,80,95,37,62,119,127,118,235,81,83,49,20,1071,228,319,980,153,1146,258,1041,80,1219,27,1272,138,1161,141,1158,17400,1363,1299,1299,674,625,4.7,1125,574300
San Francisco-Oakland-Hayward,6081606900,1751,81,347,611,283,0,22,16,27,11,0,0,10,0,43,54,136,79,60,114,322,631,263,172,722,594,300,285,609,8,886,0,894,0,894,216,678,58145,894,894,894,796,98,6.7,2001,1000000
San Francisco-Oakland-Hayward,6081605800,2207,43,258,803,226,21,0,23,10,12,0,8,57,18,49,85,131,40,103,106,366,774,255,291,738,651,378,270,759,0,1029,0,1029,0,1029,139,890,96946,1067,1029,1029,754,275,7.2,1623,1000001
San Francisco-Oakland-Hayward,6081601502,1319,144,2739,1024,610,21,30,36,68,110,122,143,51,79,132,295,172,198,32,115,30,1446,188,224,1410,360,1274,264,1370,82,1552,60,1574,69,1565,92,1542,23608,1700,1634,1634,189,1445,3,1287,695200
San Francisco-Oakland-Hayward,6081612000,4693,1318,206,1330,300,178,127,57,54,32,98,125,54,24,99,225,204,196,52,65,40,1239,391,359,1271,52,1578,443,1187,34,1596,47,1583,155,1475,207,1423,14699,1758,1630,1630,867,763,5.1,1475,498800
San Francisco-Oakland-Hayward,6081608400,2360,159,1517,1179,980,14,39,118,77,59,133,13,103,35,247,282,290,141,286,180,142,1736,423,210,1949,624,1535,484,1675,26,2133,24,2135,24,2135,306,1853,35009,2345,2159,2159,825,1334,3.9,1621,608300
San Francisco-Oakland-Hayward,6081613300,2229,9,138,709,183,48,0,0,30,0,0,12,4,0,84,21,68,99,46,52,428,598,294,200,692,509,383,302,590,0,892,16,876,16,876,155,737,94704,1034,892,892,846,46,7.6,2001,1000001
San Francisco-Oakland-Hayward,6081606100,2970,57,508,976,369,59,28,0,24,33,66,46,48,37,70,151,140,242,109,200,92,1178,167,187,1158,341,1004,340,1005,53,1292,65,1280,65,1280,153,1192,31474,1378,1345,1345,878,467,5.2,1468,644600
San Francisco-Oakland-Hayward,6081600500,1730,175,4559,1633,561,130,119,24,73,16,79,80,54,131,54,155,467,205,234,215,158,1886,308,202,1992,442,1752,553,1641,261,1933,38,2156,75,2119,465,1729,26901,2194,2194,2194,1322,872,5,1580,584400
San Francisco-Oakland-Hayward,6081605000,5159,171,2414,1809,868,86,64,106,70,32,61,62,84,63,148,215,276,369,155,245,641,1963,714,469,2208,1448,1229,969,1708,90,2587,31,2646,36,2641,503,2174,52951,2910,2677,2677,1832,845,6.4,1472,1000001
San Francisco-Oakland-Hayward,6081601100,1683,159,3454,1375,445,78,31,36,11,12,32,108,108,49,60,205,245,358,183,256,48,1398,422,218,1602,687,1133,596,1224,94,1726,30,1790,79,1741,352,1468,31794,1955,1820,1820,1488,332,5.4,1827,649300
San Francisco-Oakland-Hayward,6081607500,2233,55,713,935,485,31,18,33,21,30,50,85,41,37,57,199,132,242,194,150,100,1171,249,124,1296,461,959,247,1173,13,1407,5,1415,5,1415,185,1235,46292,1684,1420,1420,654,766,3.9,2001,793200
San Francisco-Oakland-Hayward,6081601901,2084,93,1312,1098,348,14,13,37,71,0,52,57,47,76,229,219,160,143,95,144,89,1171,275,211,1235,468,978,371,1075,42,1404,12,1434,12,1434,235,1211,31687,1497,1446,1446,859,587,4.9,1473,656300
San Francisco-Oakland-Hayward,6081601902,1834,188,1598,1385,667,18,173,141,22,95,34,54,33,30,218,246,476,255,80,54,123,1782,270,87,1965,479,1573,457,1595,28,2024,9,2043,9,2043,280,1772,35794,2074,2052,2052,953,1099,4,1492,494200
San Francisco-Oakland-Hayward,6081607400,2678,79,976,992,806,148,161,96,103,25,20,35,29,34,157,162,269,99,162,157,141,1259,539,271,1527,695,1103,446,1352,89,1709,37,1761,81,1717,248,1550,37214,1897,1798,1798,876,922,4.2,1351,753800
San Francisco-Oakland-Hayward,6081609900,2728,30,16,870,231,8,0,21,12,52,16,25,23,21,70,73,181,223,92,146,138,788,313,291,810,596,505,347,754,11,1090,5,1096,5,1096,243,858,50217,1127,1101,1101,960,141,6.3,1970,982700
San Francisco-Oakland-Hayward,6081609603,4324,131,483,1415,620,45,61,14,0,25,45,10,51,75,122,176,167,102,236,279,627,1577,458,354,1681,1127,908,682,1353,8,2027,0,2035,0,2035,312,1723,66347,2171,2035,2035,1870,165,6.2,1843,1000001
San Francisco-Oakland-Hayward,6081602100,1541,244,511,705,212,0,10,9,15,82,45,39,31,31,132,139,193,120,11,60,0,849,68,48,869,57,860,159,758,45,872,14,903,24,893,76,841,21233,1025,917,917,321,596,4.1,1241,598600
San Francisco-Oakland-Hayward,6081609601,2538,23,310,949,246,0,20,31,10,36,0,79,31,12,46,114,56,83,138,112,427,954,241,177,1018,632,563,253,942,6,1189,0,1195,7,1188,171,1024,68848,1218,1195,1195,804,391,6,1688,1000001
San Francisco-Oakland-Hayward,6081611600,1689,0,255,628,220,15,0,26,8,15,13,0,0,0,11,73,150,100,46,134,257,731,117,173,675,375,473,169,679,0,848,5,843,5,843,113,735,65726,855,848,848,709,139,5.7,2001,889100
San Francisco-Oakland-Hayward,6081601700,1594,85,1611,1079,274,5,18,52,11,29,49,24,40,53,159,150,267,93,164,125,114,1082,271,125,1228,446,907,422,931,39,1314,8,1345,8,1345,411,942,33270,1353,1353,1353,1111,242,5.3,1972,616300
San Francisco-Oakland-Hayward,6081600200,863,386,2275,876,175,43,0,53,29,47,46,32,27,53,48,184,72,118,118,152,29,956,95,215,836,191,860,321,730,49,1002,97,954,107,944,151,900,24270,1096,1051,1051,716,335,5.3,1240,646200
San Francisco-Oakland-Hayward,6081613700,7611,33,379,2099,1305,73,116,104,81,126,143,105,164,251,243,217,354,243,276,377,531,2562,842,720,2684,1506,1898,944,2460,81,3323,29,3375,60,3344,774,2630,47482,3472,3404,3404,2328,1076,5.4,1217,800800
San Francisco-Oakland-Hayward,6081607900,1687,120,994,652,993,49,70,0,58,20,75,21,66,9,75,80,316,228,260,204,114,1282,363,174,1471,554,1091,311,1334,73,1572,10,1635,10,1635,236,1409,59066,1799,1645,1645,908,737,3.9,1801,597500
San Francisco-Oakland-Hayward,6081602900,2558,72,863,1038,601,42,63,7,46,80,22,67,42,23,157,199,337,220,125,121,88,1398,241,217,1422,467,1172,225,1414,26,1613,19,1620,31,1608,193,1446,41000,1707,1639,1639,794,845,4.5,1572,646900
San Francisco-Oakland-Hayward,6081609202,2689,28,507,936,925,116,36,80,32,45,95,106,49,84,142,163,342,149,165,129,128,1492,369,227,1634,620,1241,339,1522,14,1847,33,1828,33,1828,290,1571,45497,1898,1861,1861,664,1197,3.8,1291,838100
San Francisco-Oakland-Hayward,6081609201,2799,12,518,871,700,44,32,27,59,9,132,55,72,39,57,49,395,87,65,167,282,1173,398,262,1309,674,897,396,1175,26,1545,0,1571,0,1571,269,1302,50046,1597,1571,1571,959,612,5.1,1381,871500
San Francisco-Oakland-Hayward,6081612700,1842,0,123,612,147,24,0,0,35,12,0,0,12,9,13,56,31,33,67,102,365,553,206,128,631,565,194,291,468,0,759,0,759,0,759,162,597,111714,855,759,759,711,48,7.1,2001,1000001
San Francisco-Oakland-Hayward,6081605400,4607,98,816,1447,1191,106,98,66,142,108,35,115,111,180,263,258,381,188,120,164,303,2175,463,434,2204,949,1689,431,2207,144,2494,27,2611,101,2537,403,2235,41002,2676,2638,2638,1114,1524,4.4,1304,988300
San Francisco-Oakland-Hayward,6081610100,1984,56,234,713,199,16,0,35,30,10,8,68,95,86,138,117,118,83,17,59,32,791,121,165,747,197,715,148,764,30,882,9,903,45,867,65,847,26400,912,912,912,436,476,4.4,1173,602500
San Francisco-Oakland-Hayward,6081610800,4050,76,182,994,640,91,74,161,86,85,127,46,61,55,207,239,200,86,39,45,32,1287,347,239,1395,233,1401,250,1384,39,1595,18,1616,37,1597,58,1576,20347,1659,1634,1634,195,1439,3.8,1268,669900
San Francisco-Oakland-Hayward,6081600600,899,55,2518,1156,275,43,79,35,43,36,19,19,93,151,211,154,171,143,106,98,30,1198,233,153,1278,367,1064,386,1045,156,1275,69,1362,91,1340,204,1227,23890,1515,1431,1431,759,672,4.6,1184,584100
San Francisco-Oakland-Hayward,6081607100,1903,41,550,824,298,64,9,11,30,32,35,38,9,24,79,55,167,73,108,139,249,791,331,186,936,659,463,401,721,74,1048,10,1112,10,1112,292,830,55382,1150,1122,1122,935,187,6.2,2001,912700
San Francisco-Oakland-Hayward,6081606600,2385,63,609,841,547,35,0,89,45,0,28,84,46,57,103,47,154,144,191,91,274,1092,296,210,1178,653,735,399,989,33,1355,0,1388,49,1339,188,1200,52662,1453,1388,1388,906,482,5.1,1242,848200
